Itemset: [220], Utility: 20756.00
Itemset: [387], Utility: 26792.00
Itemset: [381], Utility: 21789.00
Itemset: [960], Utility: 22071.00
Itemset: [971], Utility: 29719.00
Itemset: [191], Utility: 24715.00
Itemset: [721], Utility: 21319.00
Itemset: [624], Utility: 24709.00
Itemset: [1074], Utility: 25886.00
Itemset: [211], Utility: 25988.00
Itemset: [320], Utility: 33641.00
Itemset: [300], Utility: 31655.00
Itemset: [677], Utility: 28715.00
Itemset: [841], Utility: 20415.00
Itemset: [951], Utility: 21510.00
Itemset: [647], Utility: 26880.00
Itemset: [537], Utility: 24506.00
Itemset: [500], Utility: 27339.00
Itemset: [131], Utility: 23536.00
Itemset: [104], Utility: 35492.00
Itemset: [1421], Utility: 30116.00
Itemset: [1384], Utility: 25512.00
Itemset: [467], Utility: 36809.00
Itemset: [797], Utility: 22779.00
Itemset: [660], Utility: 29164.00
Itemset: [437], Utility: 22446.00
Itemset: [271], Utility: 24672.00
Itemset: [614], Utility: 33007.00
Itemset: [1371], Utility: 23763.00
Itemset: [484], Utility: 32586.00
Itemset: [184], Utility: 33563.00
Itemset: [1030], Utility: 25872.00
Itemset: [1460], Utility: 21132.00
Itemset: [1461], Utility: 26621.00
Itemset: [407], Utility: 34423.00
Itemset: [950], Utility: 32033.00
Itemset: [291], Utility: 21674.00
Itemset: [330], Utility: 40832.00
Itemset: [890], Utility: 24374.00
Itemset: [241], Utility: 26614.00
Itemset: [1167], Utility: 22426.00
Itemset: [1201], Utility: 34402.00
Itemset: [900], Utility: 21023.00
Itemset: [861], Utility: 25679.00
Itemset: [1264], Utility: 24990.00
Itemset: [1477], Utility: 26980.00
Itemset: [1241], Utility: 31006.00
Itemset: [1191], Utility: 23272.00
Itemset: [1171], Utility: 32636.00
Itemset: [1220], Utility: 20309.00
Itemset: [390], Utility: 40092.00
Itemset: [470], Utility: 31949.00
Itemset: [1227], Utility: 28880.00
Itemset: [1270], Utility: 24072.00
Itemset: [1231], Utility: 37114.00
Itemset: [1174], Utility: 21383.00
Itemset: [1470], Utility: 22202.00
Itemset: [1194], Utility: 26954.00
Itemset: [1007], Utility: 22179.00
Itemset: [1547], Utility: 23264.00
Itemset: [491], Utility: 30578.00
Itemset: [851], Utility: 25004.00
Itemset: [281], Utility: 25965.00
Itemset: [581], Utility: 29685.00
Itemset: [1291], Utility: 26982.00
Itemset: [1394], Utility: 26153.00
Itemset: [1077], Utility: 33822.00
Itemset: [1114], Utility: 31493.00
Itemset: [694], Utility: 28554.00
Itemset: [1157], Utility: 34844.00
Itemset: [744], Utility: 35569.00
Itemset: [587], Utility: 32108.00
Itemset: [417], Utility: 31966.00
Itemset: [1110], Utility: 29368.00
Itemset: [1281], Utility: 30158.00
Itemset: [1497], Utility: 30538.00
Itemset: [1431], Utility: 33466.00
Itemset: [1140], Utility: 25746.00
Itemset: [1090], Utility: 21245.00
Itemset: [1317], Utility: 22770.00
Itemset: [121], Utility: 29689.00
Itemset: [1311], Utility: 33124.00
Itemset: [804], Utility: 22489.00
Itemset: [11], Utility: 37000.00
Itemset: [1374], Utility: 29980.00
Itemset: [661], Utility: 24658.00
Itemset: [1320], Utility: 27365.00
Itemset: [1430], Utility: 32045.00
Itemset: [597], Utility: 29886.00
Itemset: [1060], Utility: 27165.00
Itemset: [1134], Utility: 20422.00
Itemset: [654], Utility: 20891.00
Itemset: [244], Utility: 27880.00
Itemset: [1271], Utility: 35344.00
Itemset: [1011], Utility: 32294.00
Itemset: [634], Utility: 25677.00
Itemset: [171], Utility: 26071.00
Itemset: [1277], Utility: 26672.00
Itemset: [311], Utility: 22832.00
Itemset: [364], Utility: 23549.00
Itemset: [1127], Utility: 26061.00
Itemset: [1200], Utility: 20278.00
Itemset: [304], Utility: 20720.00
Itemset: [414], Utility: 30156.00
Itemset: [264], Utility: 30251.00
Itemset: [1254], Utility: 34783.00
Itemset: [1520], Utility: 22297.00
Itemset: [724], Utility: 29455.00
Itemset: [1121], Utility: 36884.00
Itemset: [551], Utility: 33818.00
Itemset: [674], Utility: 31150.00
Itemset: [277], Utility: 30344.00
Itemset: [691], Utility: 30194.00
Itemset: [991], Utility: 33998.00
Itemset: [547], Utility: 25689.00
Itemset: [444], Utility: 30015.00
Itemset: [987], Utility: 26999.00
Itemset: [1211], Utility: 39135.00
Itemset: [554], Utility: 32608.00
Itemset: [901], Utility: 32006.00
Itemset: [1094], Utility: 33198.00
Itemset: [1070], Utility: 37830.00
Itemset: [887], Utility: 22459.00
Itemset: [641], Utility: 37152.00
Itemset: [1310], Utility: 37921.00
Itemset: [1251], Utility: 39505.00
Itemset: [717], Utility: 38135.00
Itemset: [940], Utility: 29070.00
Itemset: [1257], Utility: 21412.00
Itemset: [141], Utility: 36936.00
Itemset: [997], Utility: 33041.00
Itemset: [1340], Utility: 25730.00
Itemset: [231], Utility: 31076.00
Itemset: [1047], Utility: 34002.00
Itemset: [1370], Utility: 24690.00
Itemset: [801], Utility: 27953.00
Itemset: [844], Utility: 32463.00
Itemset: [781], Utility: 35608.00
Itemset: [331], Utility: 27327.00
Itemset: [1004], Utility: 29417.00
Itemset: [671], Utility: 31020.00
Itemset: [777], Utility: 37302.00
Itemset: [111], Utility: 35730.00
Itemset: [344], Utility: 25758.00
Itemset: [1161], Utility: 41315.00
Itemset: [907], Utility: 33218.00
Itemset: [544], Utility: 31404.00
Itemset: [1424], Utility: 38986.00
Itemset: [1107], Utility: 26223.00
Itemset: [351], Utility: 32108.00
Itemset: [1104], Utility: 26348.00
Itemset: [1427], Utility: 32805.00
Itemset: [834], Utility: 30635.00
Itemset: [1454], Utility: 39058.00
Itemset: [341], Utility: 29463.00
Itemset: [924], Utility: 31200.00
Itemset: [1184], Utility: 27955.00
Itemset: [1447], Utility: 30765.00
Itemset: [1150], Utility: 30884.00
Itemset: [1360], Utility: 25189.00
Itemset: [751], Utility: 24619.00
Itemset: [711], Utility: 30454.00
Itemset: [1204], Utility: 25412.00
Itemset: [754], Utility: 27671.00
Itemset: [914], Utility: 28273.00
Itemset: [1377], Utility: 29522.00
Itemset: [847], Utility: 37314.00
Itemset: [1324], Utility: 38450.00
Itemset: [1390], Utility: 20036.00
Itemset: [1500], Utility: 25088.00
Itemset: [1290], Utility: 33281.00
Itemset: [1367], Utility: 35796.00
Itemset: [1327], Utility: 35692.00
Itemset: [221], Utility: 34276.00
Itemset: [1450], Utility: 29851.00
Itemset: [714], Utility: 30074.00
Itemset: [1197], Utility: 32912.00
Itemset: [1237], Utility: 29604.00
Itemset: [964], Utility: 23942.00
Itemset: [791], Utility: 24405.00
Itemset: [521], Utility: 35427.00
Itemset: [1284], Utility: 26755.00
Itemset: [1091], Utility: 39816.00
Itemset: [261], Utility: 38167.00
Itemset: [481], Utility: 30143.00
Itemset: [1467], Utility: 42927.00
Itemset: [731], Utility: 40743.00
Itemset: [1357], Utility: 30566.00
Itemset: [1417], Utility: 39182.00
Itemset: [274], Utility: 45638.00
Itemset: [1024], Utility: 41428.00
Itemset: [421], Utility: 34446.00
Itemset: [1440], Utility: 30057.00
Itemset: [941], Utility: 43535.00
Itemset: [394], Utility: 34825.00
Itemset: [1540], Utility: 35687.00
Itemset: [1180], Utility: 40914.00
Itemset: [937], Utility: 40225.00
Itemset: [1387], Utility: 37064.00
Itemset: [880], Utility: 39113.00
Itemset: [884], Utility: 31518.00
Itemset: [1380], Utility: 46121.00

Thời gian chạy thuật toán: 22.738733 giây
Bộ nhớ sử dụng: 17787 KB
